iterations,question,value,prob
3183,Epstein-Zin,0.527331683,0.628860555
3184,Epstein-Zin,0.191726917,0.547785439
3185,Epstein-Zin,0.300248653,0.574503301
3186,Epstein-Zin,0.499065938,0.622239798
3187,Epstein-Zin,0.552591655,0.634736665
3188,Epstein-Zin,0.2354234,0.558585512
3189,Epstein-Zin,0.447423181,0.610026398
3190,Epstein-Zin,0.564645377,0.637526708
3191,Epstein-Zin,0.424486152,0.604556247
3192,Epstein-Zin,0.347719682,0.586064499
3193,Epstein-Zin,0.400566903,0.598823857
3194,Epstein-Zin,0.387700864,0.595729107
3195,Epstein-Zin,0.538257857,0.631407058
3196,Epstein-Zin,0.263155094,0.565411725
3197,Epstein-Zin,0.291999765,0.572485638
3198,Epstein-Zin,0.27507946,0.568339477
3199,Epstein-Zin,0.620494487,0.650331004
3200,Epstein-Zin,0.275778431,0.568510948
3201,Epstein-Zin,0.076488144,0.519112719
3202,Epstein-Zin,0.507089802,0.624124009
3203,Epstein-Zin,0.323777121,0.580244489
3204,Epstein-Zin,0.481433986,0.618086432
3205,Epstein-Zin,0.437147987,0.607579244
3206,Epstein-Zin,0.479154673,0.617548243
3207,Epstein-Zin,0.296688293,0.573632744
3208,Epstein-Zin,0.471819771,0.615814381
3209,Epstein-Zin,0.191335364,0.547688443
3210,Epstein-Zin,0.329129881,0.581547649
3211,Epstein-Zin,0.632863222,0.653138405
3212,Epstein-Zin,0.382434514,0.594460144
3213,Epstein-Zin,0.18923764,0.547168731
3214,Epstein-Zin,0.254311413,0.5632374
3215,Epstein-Zin,0.524309052,0.628154814
3216,Epstein-Zin,0.772610924,0.684085418
3217,Epstein-Zin,0.373568464,0.592320963
3218,Epstein-Zin,0.275784655,0.568512474
3219,Epstein-Zin,0.382220655,0.594408586
3220,Epstein-Zin,0.302381832,0.575024672
3221,Epstein-Zin,0.30501355,0.575667661
3222,Epstein-Zin,0.635901199,0.653826334
3223,Epstein-Zin,0.46740069,0.61476835
3224,Epstein-Zin,0.349287778,0.586444856
3225,Epstein-Zin,0.49496277,0.621274835
3226,Epstein-Zin,0.486161875,0.619201852
3227,Epstein-Zin,0.536572066,0.631014633
3228,Epstein-Zin,0.302412301,0.575032118
3229,Epstein-Zin,0.518101473,0.62670372
3230,Epstein-Zin,0.377670573,0.593311151
3231,Epstein-Zin,0.396480355,0.597841735
3232,Epstein-Zin,0.304767254,0.575607496
3233,Epstein-Zin,0.752748412,0.679777269
3234,Epstein-Zin,0.316968061,0.578585168
3235,Epstein-Zin,0.297614318,0.573859214
3236,Epstein-Zin,0.35476399,0.587772355
3237,Epstein-Zin,0.356289745,0.58814199
3238,Epstein-Zin,0.531856886,0.629916097
3239,Epstein-Zin,0.610359913,0.648022899
3240,Epstein-Zin,0.389345402,0.596125108
3241,Epstein-Zin,0.362577482,0.589664226
3242,Epstein-Zin,0.397842902,0.598169284
3243,Epstein-Zin,0.287191883,0.571308521
3244,Epstein-Zin,0.580202673,0.64111404
3245,Epstein-Zin,0.455848511,0.612028867
3246,Epstein-Zin,0.406758063,0.600310269
3247,Epstein-Zin,0.428544039,0.605525945
3248,Epstein-Zin,0.546840475,0.633402247
3249,Epstein-Zin,0.427903038,0.605372822
3250,Epstein-Zin,0.365791541,0.590441676
3251,Epstein-Zin,0.270828345,0.567296251
3252,Epstein-Zin,0.292537581,0.572617261
3253,Epstein-Zin,0.417186743,0.602809867
3254,Epstein-Zin,0.561022941,0.636689196
3255,Epstein-Zin,0.341487272,0.584551754
3256,Epstein-Zin,0.345517882,0.585530257
3257,Epstein-Zin,0.273339167,0.567912481
3258,Epstein-Zin,0.541401812,0.632138455
3259,Epstein-Zin,0.434943231,0.607053446
3260,Epstein-Zin,0.413261849,0.601869751
3261,Epstein-Zin,0.376572486,0.593046163
3262,Epstein-Zin,0.447249213,0.609985011
3263,Epstein-Zin,0.393944566,0.597231912
3264,Epstein-Zin,0.324272464,0.58036513
3265,Epstein-Zin,0.529399197,0.629342973
3266,Epstein-Zin,0.223528692,0.55565065
3267,Epstein-Zin,0.376319949,0.592985214
3268,Epstein-Zin,0.130180802,0.532499316
3269,Epstein-Zin,0.264117475,0.565648188
3270,Epstein-Zin,0.518998718,0.626913603
3271,Epstein-Zin,0.339564105,0.584084635
3272,Epstein-Zin,0.258441802,0.564253214
3273,Epstein-Zin,0.412533271,0.601695154
3274,Epstein-Zin,0.538581111,0.631482286
3275,Epstein-Zin,0.615212745,0.649128981
3276,Epstein-Zin,0.345125309,0.585434982
3277,Epstein-Zin,0.311782663,0.577320329
3278,Epstein-Zin,0.472053432,0.615869661
3279,Epstein-Zin,0.186532236,0.546498314
3280,Epstein-Zin,0.484309969,0.618765093
3281,Epstein-Zin,0.340152276,0.584227512
3282,Epstein-Zin,0.471376658,0.615709541
3283,Epstein-Zin,0.38215887,0.59439369
3284,Epstein-Zin,0.411340354,0.601409227
3285,Epstein-Zin,0.458060569,0.612553988
3286,Epstein-Zin,0.609025507,0.647718475
3287,Epstein-Zin,0.555226209,0.635347259
3288,Epstein-Zin,0.687720593,0.66545967
3289,Epstein-Zin,0.645172617,0.6559218
3290,Epstein-Zin,0.31399138,0.577859212
3291,Epstein-Zin,0.387791141,0.595750849
3292,Epstein-Zin,0.605703572,0.646960107
3293,Epstein-Zin,0.313001989,0.577617843
3294,Epstein-Zin,0.438431743,0.607885283
3295,Epstein-Zin,0.221595409,0.555173265
3296,Epstein-Zin,0.398688458,0.598372507
3297,Epstein-Zin,0.341182844,0.584477821
3298,Epstein-Zin,0.295303087,0.573293918
3299,Epstein-Zin,0.317663866,0.578754813
3300,Epstein-Zin,0.143013534,0.53569257
3301,Epstein-Zin,0.470427416,0.615484915
3302,Epstein-Zin,0.483403524,0.618551245
3303,Epstein-Zin,0.36566499,0.590411073
3304,Epstein-Zin,0.437697659,0.607710292
3305,Epstein-Zin,0.413732747,0.601982583
3306,Epstein-Zin,0.408712806,0.600779194
3307,Epstein-Zin,0.263319105,0.565452026
3308,Epstein-Zin,0.269408356,0.566947651
3309,Epstein-Zin,0.327958071,0.581262461
3310,Epstein-Zin,0.55001931,0.634140071
3311,Epstein-Zin,0.530011109,0.629485703
3312,Epstein-Zin,0.565550317,0.637735801
3313,Epstein-Zin,0.411570587,0.601464416
3314,Epstein-Zin,0.366548026,0.590624597
3315,Epstein-Zin,0.483617808,0.618601803
3316,Epstein-Zin,0.47236415,0.615943166
3317,Epstein-Zin,0.301897995,0.574906432
3318,Epstein-Zin,0.531746701,0.62989041
3319,Epstein-Zin,0.416185123,0.602570024
3320,Epstein-Zin,0.650676574,0.657162911
3321,Epstein-Zin,0.429676999,0.605796536
3322,Epstein-Zin,0.141921406,0.535420918
3323,Epstein-Zin,0.340790249,0.584382471
3324,Epstein-Zin,0.274733992,0.568254722
3325,Epstein-Zin,0.232144482,0.557776882
3326,Epstein-Zin,0.374492187,0.592544002
3327,Epstein-Zin,0.391183401,0.596567546
3328,Epstein-Zin,0.519524821,0.627036647
3329,Epstein-Zin,0.407309646,0.600442607
3330,Epstein-Zin,0.282414823,0.57013815
3331,Epstein-Zin,0.303559388,0.575312407
3332,Epstein-Zin,0.439749624,0.60819937
3333,Epstein-Zin,0.628374871,0.652120878
3334,Epstein-Zin,0.21949882,0.554655441
3335,Epstein-Zin,0.282536276,0.570167916
3336,Epstein-Zin,0.53543994,0.630750996
3337,Epstein-Zin,0.344141271,0.585196135
3338,Epstein-Zin,0.271271121,0.567404937
3339,Epstein-Zin,0.382213664,0.594406901
3340,Epstein-Zin,0.342827379,0.584877163
3341,Epstein-Zin,0.449763115,0.610582911
3342,Epstein-Zin,0.451931423,0.611098349
3343,Epstein-Zin,0.396304858,0.59779954
3344,Epstein-Zin,0.655854145,0.658328466
3345,Epstein-Zin,0.242502617,0.560330287
3346,Epstein-Zin,0.205367005,0.551162062
3347,Epstein-Zin,0.290406595,0.572095671
3348,Epstein-Zin,0.297363777,0.573797944
3349,Epstein-Zin,0.479008341,0.617513682
3350,Epstein-Zin,0.286278402,0.571084781
3351,Epstein-Zin,0.57640143,0.640238956
3352,Epstein-Zin,0.380236904,0.59393024
3353,Epstein-Zin,0.370047685,0.591470501
3354,Epstein-Zin,0.516305586,0.626283484
3355,Epstein-Zin,0.402094852,0.599190867
3356,Epstein-Zin,0.49309823,0.620836024
3357,Epstein-Zin,0.236304818,0.55880283
3358,Epstein-Zin,0.312813596,0.577571879
3359,Epstein-Zin,0.42365116,0.604356609
3360,Epstein-Zin,0.332626986,0.582398425
3361,Epstein-Zin,0.391740778,0.596701686
3362,Epstein-Zin,0.455373358,0.611916036
3363,Epstein-Zin,0.478440642,0.617379588
3364,Epstein-Zin,0.513677955,0.625668276
3365,Epstein-Zin,0.246954111,0.561426662
3366,Epstein-Zin,0.334999885,0.582975426
3367,Epstein-Zin,0.448983505,0.610397526
3368,Epstein-Zin,0.476853475,0.617004594
3369,Epstein-Zin,0.363322702,0.589844528
3370,Epstein-Zin,0.416029175,0.602532677
3371,Epstein-Zin,0.36531844,0.590327266
3372,Epstein-Zin,0.44992614,0.610621673
3373,Epstein-Zin,0.460694304,0.613178871
3374,Epstein-Zin,0.463455637,0.613833628
3375,Epstein-Zin,0.257900561,0.564120133
3376,Epstein-Zin,0.474156499,0.616367071
3377,Epstein-Zin,0.270343106,0.567177135
3378,Epstein-Zin,0.291228275,0.572296808
3379,Epstein-Zin,0.419855772,0.603448737
3380,Epstein-Zin,0.408814636,0.600803617
3381,Epstein-Zin,0.510441903,0.624910061
3382,Epstein-Zin,0.418045483,0.603015457
3383,Epstein-Zin,0.384350672,0.594922002
3384,Epstein-Zin,0.287657653,0.571422591
3385,Epstein-Zin,0.130978912,0.532697996
3386,Epstein-Zin,0.295841566,0.57342564
3387,Epstein-Zin,0.360196054,0.589087892
3388,Epstein-Zin,0.384119658,0.594866329
3389,Epstein-Zin,0.39401244,0.597248238
3390,Epstein-Zin,0.660398009,0.65934979
3391,Epstein-Zin,0.520342121,0.627227762
3392,Epstein-Zin,0.16498624,0.541153251
3393,Epstein-Zin,0.446171787,0.609728658
3394,Epstein-Zin,0.405307037,0.599962062
3395,Epstein-Zin,0.453897386,0.611565472
3396,Epstein-Zin,0.321646342,0.579725426
3397,Epstein-Zin,0.346869814,0.585858312
3398,Epstein-Zin,0.52431283,0.628155696
3399,Epstein-Zin,0.007753568,0.501938382
3400,Epstein-Zin,0.283092488,0.570304225
3401,Epstein-Zin,0.310549911,0.577019482
3402,Epstein-Zin,0.542901328,0.632487082
3403,Epstein-Zin,0.408809904,0.600802482
3404,Epstein-Zin,0.463522713,0.613849528
3405,Epstein-Zin,0.321086616,0.579589046
3406,Epstein-Zin,0.337090078,0.583483495
3407,Epstein-Zin,0.529802408,0.629437026
3408,Epstein-Zin,0.367727294,0.590909699
3409,Epstein-Zin,0.331020876,0.582007751
3410,Epstein-Zin,0.422439155,0.604066771
3411,Epstein-Zin,0.52616101,0.628587284
3412,Epstein-Zin,0.446430038,0.609790109
3413,Epstein-Zin,0.538417495,0.63144421
3414,Epstein-Zin,0.436307955,0.607378939
3415,Epstein-Zin,0.527192264,0.628828014
3416,Epstein-Zin,0.398942611,0.598433584
3417,Epstein-Zin,0.303757376,0.575360781
3418,Epstein-Zin,0.28511653,0.570800161
3419,Epstein-Zin,0.245202175,0.560995242
3420,Epstein-Zin,0.365782719,0.590439543
3421,Epstein-Zin,0.515785299,0.626161701
3422,Epstein-Zin,0.354952868,0.587818119
3423,Epstein-Zin,0.296628623,0.573618149
3424,Epstein-Zin,0.652310961,0.657531043
3425,Epstein-Zin,0.680444773,0.663837959
3426,Epstein-Zin,0.409270707,0.600912995
3427,Epstein-Zin,0.498197794,0.622035713
3428,Epstein-Zin,0.531018048,0.629720524
3429,Epstein-Zin,0.242057839,0.560220709
3430,Epstein-Zin,0.582754408,0.641700949
3431,Epstein-Zin,0.342593395,0.584820352
3432,Epstein-Zin,0.246215374,0.561244757
3433,Epstein-Zin,0.210811795,0.552508629
3434,Epstein-Zin,0.369921087,0.59143991
3435,Epstein-Zin,0.394411576,0.597344244
3436,Epstein-Zin,0.406097879,0.600151855
3437,Epstein-Zin,0.474416333,0.616428509
3438,Epstein-Zin,0.126576389,0.531601916
3439,Epstein-Zin,0.461699958,0.613417376
3440,Epstein-Zin,0.305022217,0.575669778
3441,Epstein-Zin,0.430969258,0.606105095
3442,Epstein-Zin,0.390136032,0.596315446
3443,Epstein-Zin,0.340111363,0.584217574
3444,Epstein-Zin,0.305888269,0.575881318
3445,Epstein-Zin,0.437784987,0.607731111
3446,Epstein-Zin,0.384994058,0.595077042
3447,Epstein-Zin,0.354583317,0.587728578
3448,Epstein-Zin,0.354676743,0.587751216
3449,Epstein-Zin,0.576011142,0.640149055
3450,Epstein-Zin,0.491234764,0.620397268
3451,Epstein-Zin,0.22147641,0.555143878
3452,Epstein-Zin,0.229099495,0.557025668
3453,Epstein-Zin,0.381006723,0.594115889
3454,Epstein-Zin,0.179361019,0.54472043
3455,Epstein-Zin,0.28345776,0.570393735
3456,Epstein-Zin,0.433562897,0.606724134
3457,Epstein-Zin,0.363678819,0.58993068
3458,Epstein-Zin,0.306839146,0.576113546
3459,Epstein-Zin,0.389427093,0.596144776
3460,Epstein-Zin,0.403827728,0.599606964
3461,Epstein-Zin,0.415854187,0.602490769
3462,Epstein-Zin,0.299950802,0.57443049
3463,Epstein-Zin,0.546555958,0.633336178
3464,Epstein-Zin,0.444501704,0.609331172
3465,Epstein-Zin,0.372411925,0.592041656
3466,Epstein-Zin,0.303562814,0.575313245
3467,Epstein-Zin,0.354416165,0.587688076
3468,Epstein-Zin,0.46944395,0.615252138
3469,Epstein-Zin,0.311620412,0.577280736
3470,Epstein-Zin,0.364450124,0.590117255
3471,Epstein-Zin,0.591190621,0.643638283
3472,Epstein-Zin,0.299421555,0.574301105
3473,Epstein-Zin,0.385319892,0.595155553
3474,Epstein-Zin,0.336429824,0.583323025
3475,Epstein-Zin,0.516352339,0.626294426
3476,Epstein-Zin,0.528458283,0.629123459
3477,Epstein-Zin,0.439147735,0.608055934
3478,Epstein-Zin,0.634659043,0.653545134
3479,Epstein-Zin,0.347939103,0.586117728
3480,Epstein-Zin,0.224901326,0.555989532
3481,Epstein-Zin,0.345847748,0.585610308
3482,Epstein-Zin,0.520639193,0.627297219
3483,Epstein-Zin,0.352975436,0.587338928
3484,Epstein-Zin,0.204808881,0.551023988
3485,Epstein-Zin,0.430065081,0.605889209
3486,Epstein-Zin,0.53159407,0.629854827
3487,Epstein-Zin,0.220695725,0.554951072
3488,Epstein-Zin,0.109928745,0.527454544
3489,Epstein-Zin,0.263313824,0.565450728
3490,Epstein-Zin,0.511145484,0.625074964
3491,Epstein-Zin,0.397378031,0.598057541
3492,Epstein-Zin,0.321847821,0.579774514
3493,Epstein-Zin,0.275748276,0.56850355
3494,Epstein-Zin,0.404587143,0.59978927
3495,Epstein-Zin,0.668376877,0.66113962
3496,Epstein-Zin,0.508531726,0.624462214
3497,Epstein-Zin,0.532741323,0.630122255
3498,Epstein-Zin,0.468862883,0.615114581
3499,Epstein-Zin,0.30109294,0.574709673
3500,Epstein-Zin,0.498984175,0.622220579
3501,Epstein-Zin,0.479100157,0.617535367
3502,Epstein-Zin,0.241022743,0.559965673
3503,Epstein-Zin,0.393388707,0.597098195
3504,Epstein-Zin,0.23506179,0.558496349
3505,Epstein-Zin,0.24795034,0.561671946
3506,Epstein-Zin,0.393972566,0.597238647
3507,Epstein-Zin,0.428415515,0.605495245
3508,Epstein-Zin,0.381206518,0.594164067
3509,Epstein-Zin,0.42138319,0.603814188
3510,Epstein-Zin,0.429989056,0.605871055
3511,Epstein-Zin,0.306441985,0.576016553
3512,Epstein-Zin,0.380749382,0.594053832
3513,Epstein-Zin,0.544868421,0.632944208
3514,Epstein-Zin,0.271870175,0.567551972
3515,Epstein-Zin,0.21728416,0.554108325
3516,Epstein-Zin,0.467168031,0.614713249
3517,Epstein-Zin,0.358495007,0.588676069
3518,Epstein-Zin,0.29486922,0.573187778
3519,Epstein-Zin,0.308657966,0.576557652
3520,Epstein-Zin,0.299657555,0.574358801
3521,Epstein-Zin,0.124558853,0.531099515
3522,Epstein-Zin,0.510280335,0.624872189
3523,Epstein-Zin,0.292994688,0.572729123
3524,Epstein-Zin,0.496804929,0.621708184
3525,Epstein-Zin,0.559933973,0.636437263
3526,Epstein-Zin,0.620567689,0.65034765
3527,Epstein-Zin,0.275898985,0.56854052
3528,Epstein-Zin,0.383855153,0.594802581
3529,Epstein-Zin,0.308691898,0.576565936
3530,Epstein-Zin,0.204995838,0.55107024
3531,Epstein-Zin,0.439570485,0.608156681
3532,Epstein-Zin,0.538944551,0.631566859
3533,Epstein-Zin,0.238190928,0.559267784
3534,Epstein-Zin,0.322256038,0.579873967
3535,Epstein-Zin,0.328014906,0.581276295
3536,Epstein-Zin,0.452557992,0.611247247
3537,Epstein-Zin,0.424593263,0.604581853
3538,Epstein-Zin,0.499589445,0.622362844
3539,Epstein-Zin,0.48261886,0.618366089
3540,Epstein-Zin,0.227187145,0.556553748
3541,Epstein-Zin,0.432509413,0.606472734
3542,Epstein-Zin,0.188285879,0.546932898
3543,Epstein-Zin,0.408842621,0.600810329
3544,Epstein-Zin,0.452961006,0.611343009
3545,Epstein-Zin,0.44711748,0.609953671
3546,Epstein-Zin,0.668209013,0.661102011
3547,Epstein-Zin,0.456559489,0.612197675
3548,Epstein-Zin,0.441330628,0.608576047
3549,Epstein-Zin,0.520910203,0.627360577
3550,Epstein-Zin,0.323088862,0.580076846
3551,Epstein-Zin,0.454376584,0.611679301
3552,Epstein-Zin,0.392290588,0.59683399
3553,Epstein-Zin,0.476072076,0.616819925
3554,Epstein-Zin,0.327149414,0.581065624
3555,Epstein-Zin,0.216873399,0.554006835
3556,Epstein-Zin,0.398498931,0.598326959
3557,Epstein-Zin,0.495954351,0.621508119
3558,Epstein-Zin,0.312282392,0.577442269
3559,Epstein-Zin,0.292030616,0.572493189
3560,Epstein-Zin,0.432958979,0.606580024
3561,Epstein-Zin,0.247256679,0.561501161
3562,Epstein-Zin,0.401999842,0.599168049
3563,Epstein-Zin,0.481486828,0.618098906
3564,Epstein-Zin,0.230632823,0.557403981
3565,Epstein-Zin,0.374395559,0.592520672
3566,Epstein-Zin,0.330465075,0.581872533
3567,Epstein-Zin,0.259312587,0.564467303
3568,Epstein-Zin,0.262528322,0.565257707
3569,Epstein-Zin,0.30789741,0.57637196
3570,Epstein-Zin,0.558461545,0.636096497
3571,Epstein-Zin,0.333605587,0.582636412
3572,Epstein-Zin,0.48811417,0.619662078
3573,Epstein-Zin,0.211430575,0.552661613
3574,Epstein-Zin,0.387580653,0.595700155
3575,Epstein-Zin,0.325959423,0.580775919
3576,Epstein-Zin,0.309330159,0.576721752
3577,Epstein-Zin,0.330090556,0.58178141
3578,Epstein-Zin,0.439434394,0.60812425
3579,Epstein-Zin,0.418765304,0.60318776
3580,Epstein-Zin,0.350670919,0.586780266
3581,Epstein-Zin,0.569053401,0.638544724
3582,Epstein-Zin,0.400463998,0.598799135
3583,Epstein-Zin,0.44005708,0.608272632
3584,Epstein-Zin,0.312059109,0.577387787
3585,Epstein-Zin,0.18916937,0.547151815
3586,Epstein-Zin,0.323784273,0.580246231
3587,Epstein-Zin,0.186866769,0.546581223
3588,Epstein-Zin,0.407940786,0.600594015
3589,Epstein-Zin,0.538133369,0.631378085
3590,Epstein-Zin,0.474985377,0.616563047
3591,Epstein-Zin,0.580507188,0.641184102
3592,Epstein-Zin,0.515456274,0.626084679
3593,Epstein-Zin,0.349970847,0.586610509
3594,Epstein-Zin,0.520714635,0.627314857
3595,Epstein-Zin,0.591670013,0.643748232
3596,Epstein-Zin,0.40283866,0.599369487
3597,Epstein-Zin,0.482616133,0.618365446
3598,Epstein-Zin,0.224053161,0.555780139
3599,Epstein-Zin,0.524859461,0.628283367
3600,Epstein-Zin,0.384527935,0.59496472
3601,Epstein-Zin,0.490775265,0.620289048
3602,Epstein-Zin,0.344075644,0.585180205
3603,Epstein-Zin,0.520421435,0.627246307
3604,Epstein-Zin,0.176764454,0.544076407
3605,Epstein-Zin,0.441679879,0.608659239
3606,Epstein-Zin,0.694958722,0.66706911
3607,Epstein-Zin,0.478497892,0.617393111
3608,Epstein-Zin,0.227047808,0.556519359
3609,Epstein-Zin,0.596742719,0.644910739
3610,Epstein-Zin,0.65902786,0.659041977
3611,Epstein-Zin,0.326278646,0.58085364
3612,Epstein-Zin,0.445875344,0.609658114
3613,Epstein-Zin,0.374552738,0.592558621
3614,Epstein-Zin,0.558657501,0.636141855
3615,Epstein-Zin,0.278675427,0.569221457
3616,Epstein-Zin,0.205773293,0.551262568
3617,Epstein-Zin,0.595929439,0.644724475
3618,Epstein-Zin,0.441776328,0.608682213
3619,Epstein-Zin,0.369537635,0.59134725
3620,Epstein-Zin,0.344159287,0.585200508
3621,Epstein-Zin,0.576128143,0.640176006
3622,Epstein-Zin,0.29358972,0.572874728
3623,Epstein-Zin,0.334763997,0.582918077
3624,Epstein-Zin,0.562947965,0.637134368
3625,Epstein-Zin,0.370742207,0.59163831
3626,Epstein-Zin,0.569082982,0.638551551
3627,Epstein-Zin,0.294030928,0.572982683
3628,Epstein-Zin,0.484631589,0.618840959
3629,Epstein-Zin,0.111681642,0.527891426
3630,Epstein-Zin,0.372342904,0.592024985
3631,Epstein-Zin,0.414306078,0.602119945
3632,Epstein-Zin,0.504511749,0.623519022
3633,Epstein-Zin,0.439129294,0.608051539
3634,Epstein-Zin,0.325601989,0.58068889
3635,Epstein-Zin,0.306389312,0.576003689
3636,Epstein-Zin,0.479045625,0.617522488
3637,Epstein-Zin,0.525183325,0.628359
3638,Epstein-Zin,0.469640071,0.615298563
3639,Epstein-Zin,0.348551171,0.586266198
3640,Epstein-Zin,0.327199941,0.581077924
3641,Epstein-Zin,0.516958189,0.626436215
3642,Epstein-Zin,0.522501815,0.627732588
3643,Epstein-Zin,0.550164378,0.634173727
3644,Epstein-Zin,0.346117235,0.585675703
3645,Epstein-Zin,0.421846895,0.603925111
3646,Epstein-Zin,0.259711258,0.564565311
3647,Epstein-Zin,0.655909798,0.658340984
3648,Epstein-Zin,0.580715963,0.641232133
3649,Epstein-Zin,0.617565983,0.649664767
3650,Epstein-Zin,0.104254902,0.526040144
3651,Epstein-Zin,0.318146202,0.578872401
3652,Epstein-Zin,0.41382431,0.602004521
3653,Epstein-Zin,0.377909904,0.593368898
3654,Epstein-Zin,0.275934571,0.568549249
3655,Epstein-Zin,0.39423428,0.597301599
3656,Epstein-Zin,0.348812512,0.586329587
3657,Epstein-Zin,0.20008119,0.549854093
3658,Epstein-Zin,0.473725467,0.616265144
3659,Epstein-Zin,0.469866004,0.615352041
3660,Epstein-Zin,0.339901012,0.584166477
3661,Epstein-Zin,0.45373099,0.611525943
3662,Epstein-Zin,0.345813282,0.585601944
3663,Epstein-Zin,0.303595956,0.575321342
3664,Epstein-Zin,0.62816394,0.652073025
3665,Epstein-Zin,0.326579257,0.580926825
3666,Epstein-Zin,0.492832035,0.62077336
3667,Epstein-Zin,0.41193183,0.601551005
3668,Epstein-Zin,0.134647879,0.533611204
3669,Epstein-Zin,0.401420241,0.59902884
3670,Epstein-Zin,0.324463515,0.580411658
3671,Epstein-Zin,0.442393714,0.608829257
3672,Epstein-Zin,0.40346675,0.599520298
3673,Epstein-Zin,0.226551287,0.556396812
3674,Epstein-Zin,0.298990055,0.574195609
3675,Epstein-Zin,0.40164374,0.599082522
3676,Epstein-Zin,0.301314558,0.57476384
3677,Epstein-Zin,0.448179366,0.610206275
3678,Epstein-Zin,0.317377241,0.578684933
3679,Epstein-Zin,0.39298491,0.597001049
3680,Epstein-Zin,0.539232485,0.631633856
3681,Epstein-Zin,0.246207971,0.561242934
3682,Epstein-Zin,0.296378886,0.573557068
3683,Epstein-Zin,0.38390694,0.594815063
3684,Epstein-Zin,0.415057565,0.602299966
3685,Epstein-Zin,0.39164468,0.59667856
3686,Epstein-Zin,0.304140204,0.575454311
3687,Epstein-Zin,0.605866193,0.646997249
3688,Epstein-Zin,0.200217996,0.549887954
3689,Epstein-Zin,0.349778516,0.586563869
3690,Epstein-Zin,0.422645656,0.604116159
3691,Epstein-Zin,0.344614699,0.585311051
3692,Epstein-Zin,0.383966255,0.594829358
3693,Epstein-Zin,0.473391996,0.616186281
3694,Epstein-Zin,0.319822515,0.579280997
3695,Epstein-Zin,0.307125502,0.576183474
3696,Epstein-Zin,0.520731894,0.627318892
3697,Epstein-Zin,0.306512857,0.576033862
3698,Epstein-Zin,0.300890664,0.574660233
3699,Epstein-Zin,0.393587445,0.597146005
3700,Epstein-Zin,0.273778093,0.568020185
3701,Epstein-Zin,0.246243575,0.561251702
3702,Epstein-Zin,0.637041425,0.654084365
3703,Epstein-Zin,0.375708681,0.592837673
3704,Epstein-Zin,0.389308412,0.596116202
3705,Epstein-Zin,0.293730285,0.572909122
3706,Epstein-Zin,0.521610473,0.627524272
3707,Epstein-Zin,0.374143351,0.592459777
3708,Epstein-Zin,0.567510409,0.638188517
3709,Epstein-Zin,0.335520011,0.583101871
3710,Epstein-Zin,0.213347304,0.553135431
3711,Epstein-Zin,0.291707069,0.572414
3712,Epstein-Zin,0.303443696,0.57528414
3713,Epstein-Zin,0.299913106,0.574421275
3714,Epstein-Zin,0.425018864,0.604683594
3715,Epstein-Zin,0.656749312,0.658529789
3716,Epstein-Zin,0.514024065,0.625749334
3717,Epstein-Zin,0.378482241,0.593506986
3718,Epstein-Zin,0.515057125,0.625991232
3719,Epstein-Zin,0.356900131,0.588289837
3720,Epstein-Zin,0.568392165,0.638392093
3721,Epstein-Zin,0.434070338,0.606845208
3722,Epstein-Zin,0.429187757,0.605679696
3723,Epstein-Zin,0.378983511,0.593627915
3724,Epstein-Zin,0.415244822,0.60234482
3725,Epstein-Zin,0.178985663,0.54462734
3726,Epstein-Zin,0.179942118,0.544864538
3727,Epstein-Zin,0.385355222,0.595164065
3728,Epstein-Zin,0.252970343,0.562907468
3729,Epstein-Zin,0.263387067,0.565468725
3730,Epstein-Zin,0.2817094,0.569965256
3731,Epstein-Zin,0.770743583,0.683681724
3732,Epstein-Zin,0.520326343,0.627224073
3733,Epstein-Zin,0.472535709,0.615983749
3734,Epstein-Zin,0.169309137,0.542226462
3735,Epstein-Zin,0.398536919,0.598336089
3736,Epstein-Zin,0.35392645,0.587569408
3737,Epstein-Zin,0.454058523,0.61160375
3738,Epstein-Zin,0.44849873,0.610282234
3739,Epstein-Zin,0.597139161,0.645001519
3740,Epstein-Zin,0.476747743,0.616979608
3741,Epstein-Zin,0.391912452,0.596742998
3742,Epstein-Zin,0.443523126,0.6090982
3743,Epstein-Zin,0.434001095,0.606828687
3744,Epstein-Zin,0.324660324,0.580459587
3745,Epstein-Zin,0.39930929,0.598521698
3746,Epstein-Zin,0.379057404,0.59364574
3747,Epstein-Zin,0.515291646,0.626046138
3748,Epstein-Zin,0.430988759,0.60610975
3749,Epstein-Zin,0.349326956,0.586454358
3750,Epstein-Zin,0.260115349,0.564664647
3751,Epstein-Zin,0.449935408,0.610623877
3752,Epstein-Zin,0.308941351,0.576626836
3753,Epstein-Zin,0.341747733,0.584615006
3754,Epstein-Zin,0.432310234,0.606425196
3755,Epstein-Zin,0.454020354,0.611594683
3756,Epstein-Zin,0.352085954,0.587123326
3757,Epstein-Zin,0.320257005,0.579386885
3758,Epstein-Zin,0.452438957,0.611218961
3759,Epstein-Zin,0.393748469,0.59718474
3760,Epstein-Zin,0.167161408,0.541693311
3761,Epstein-Zin,0.289268607,0.571817066
3762,Epstein-Zin,0.533883003,0.630388304
3763,Epstein-Zin,0.456357558,0.612149733
3764,Epstein-Zin,0.39935942,0.598533744
